Quantify Compound Summary Report 																							
																							
Printed Mon Jul 27 20:19:03 2020																							
																							
Compound 1:  13C-Caffeine																							
											Conc. In vial	Corr Factor	Calc. Amount	Spike level	Recovery								
39	TQS3_200724_041	13F_spike	3.26	568584.625																			
40	TQS3_200724_042	15F	3.26	671948.563																			
41	TQS3_200724_043	15F_spike	3.26	698353.813																			
42	TQS3_200724_044	17C	3.26	667525.063																			
43	TQS3_200724_045	17H	3.26	839483.625																			
44	TQS3_200724_046	19E	3.26	682933.375																			
45	TQS3_200724_047	Std M1 5ng/mL	3.26	753750.125																			
46	TQS3_200724_048	19E_b	3.26	727633.688																			
47	TQS3_200724_049	24I	3.26	688060																			
48	TQS3_200724_050	25E	3.26	713515.688																			
49	TQS3_200724_051	26G	3.26	685442.688																			
50	TQS3_200724_052	27F	3.26	690562.5																			
51	TQS3_200724_053	29H	3.26	666256.125																			
52	TQS3_200724_054	30G	3.26	702026.188																			
53	TQS3_200724_055	31H	3.26	708286.75																			
54	TQS3_200724_056	31H_spike	3.26	859361.125																			
55	TQS3_200724_057	32I	3.26	686417.75																			
56	TQS3_200724_058	Std M1 5ng/mL	3.26	753207.938																			
57	TQS3_200724_059	33A	3.26	703108.75																			
58	TQS3_200724_060	33C	3.26	697564.875																			
59	TQS3_200724_061	33J	3.26	669915.25																			
60	TQS3_200724_062	33J_spike	3.26	681619.75																			
61	TQS3_200724_063	34B	3.26	694385.25																			
62	TQS3_200724_064	37C	3.26	647446.688																			
63	TQS3_200724_065	37H	3.26	859124.625																			
64	TQS3_200724_066	38G	3.26	681169.375																			
65	TQS3_200724_067	39C	3.26	722553.313																			
66	TQS3_200724_068	39C_b	3.26	722900.375																			
67	TQS3_200724_069	Std M1 5ng/mL	3.26	722612.25																			
68	TQS3_200724_070	39E	3.26	677922.75																			
69	TQS3_200724_071	40I	3.26	710130.063																			
70	TQS3_200724_072	41A	3.26	702989.875																			
71	TQS3_200724_073	42G	3.26	695041.75																			
72	TQS3_200724_074	42I	3.26	683404.438																			
73	TQS3_200724_075	43H	3.26	696395.25																			
74	TQS3_200724_076	44I	3.26	682415.063																			
75	TQS3_200724_077	44I_spike	3.26	684256.875																			
76	TQS3_200724_078	45C	3.26	699234.438																			
77	TQS3_200724_079	46D	3.26	672196.313																			
78	TQS3_200724_080	Std M1 5ng/mL	3.26	709066.563																			
79	TQS3_200724_081	47A	3.26	683165.063																			
80	TQS3_200724_082	49A	3.26	701280.25																			
81	TQS3_200724_083	52G	3.26	692905.375																			
82	TQS3_200724_084	71A	3.26	711125.938																			
83	TQS3_200724_085	71B	3.26	697229.188																			
84	TQS3_200724_086	71C	3.26	682977.188																			
85	TQS3_200724_087	1A	3.26	1567142.375																			
86	TQS3_200724_088	1A_spike	3.26	715753																			
87	TQS3_200724_089	1E	3.26	694689.875																			
88	TQS3_200724_090	1E_b	3.26	705608.188																			
89	TQS3_200724_091	Std M1 5ng/mL	3.26	807064.313																			
90	TQS3_200724_092	1F	3.26	685224.75																			
91	TQS3_200724_093	6G	3.26	676435.063																			
92	TQS3_200724_094	7H	3.26	728441.563																			
93	TQS3_200724_095	9E	3.26	1827469.5																			
94	TQS3_200724_096	9E_spike	3.26	654049.313																			
95	TQS3_200724_097	13J	3.26	687479.688																			
96	TQS3_200724_098	15A	3.26	663309.563																			
97	TQS3_200724_099	15E	3.26	683829.313																			
98	TQS3_200724_100	15H	3.26	691851.563																			
99	TQS3_200724_101	16B	3.26	684700.25																			
100	TQS3_200724_102	Std M1 5ng/mL	3.26	1024026.313																			
101	TQS3_200724_103	18B	3.26	683182.938																			
102	TQS3_200724_104	18G	3.26	722050.063																			
103	TQS3_200724_105	19C	3.26	688942.813																			
104	TQS3_200724_106	20B	3.26	720548.5																			
105	TQS3_200724_107	20D	3.26	665509																			
106	TQS3_200724_108	Std M1 5ng/mL	3.26	990028.375																			
107	TQS3_200724_109	Cal 0	3.26	817700.438																			
108	TQS3_200724_110	Cal 0.125	3.26	858972.625																			
109	TQS3_200724_111	Cal 0.25	3.26	805852.5																			
110	TQS3_200724_112	Cal 0.5	3.26	814725.875																			
111	TQS3_200724_113	Cal 1	3.26	787202.75																			
112	TQS3_200724_114	Cal 2.5	3.26	808226.75																			
113	TQS3_200724_115	Cal 5	3.26	775733																			
114	TQS3_200724_116	Cal 10	3.26	849598.75																			
115	TQS3_200724_117	Cal 25	3.26	857850.25																			
116	TQS3_200724_118	mq H2O	3.27	678.689																			
																							
Compound 2:  Pendimethalin																							
											Conc. In vial	Corr Factor	Calc. Amount	Spike level	Recovery								
	Name	Sample Text	RT	Area	1? Area	Area_cor	Sec_Area_cor	Ion ratio	Ion ratio_cor	Ion ratio check	ng/ml		ng/g (ppb)	ng/g	%		Ion ratio						
1	TQS3_200724_003	mq H2O	8.43	6435.849	1962.583			30%									avg std	15.992733%	15.615090%				
2	TQS3_200724_004	Cal 0	8.43	2133.104	368.366	174.763	-45.607	17%	-26%	FALSE							min.	11%	11%				
3	TQS3_200724_005	Cal 0.125	8.43	3034.469	618.921	1076.128	204.948	20%	19%	GOOD							max.	21%	20%				
4	TQS3_200724_006	Cal 0.25	8.43	4240.381	879.781	2282.04	465.808	21%	20%	GOOD													
5	TQS3_200724_007	Cal 0.5	8.43	6340.79	1233.333	4382.449	819.36	19%	19%	GOOD							Calibration curve						
6	TQS3_200724_008	Cal 1	8.43	12961.357	2339.807	11003.016	1925.834	18%	18%	GOOD								Area		Conc.		Trueness	
7	TQS3_200724_009	Cal 2.5	8.43	23895.625	3515.13	21937.284	3101.157	15%	14%	GOOD							0	2133.104	174.763				
8	TQS3_200724_010	Cal 5	8.43	48160.641	7075.088	46202.3	6661.115	15%	14%	GOOD							0.125	3034.469	1076.128	0.32	0.12	252%	93%
9	TQS3_200724_011	Cal 10	8.43	108163.063	16146.449	106204.722	15732.476	15%	15%	GOOD							0.25	4240.381	2282.04	0.44	0.25	176%	99%
10	TQS3_200724_012	Cal 25	8.43	328552.219	50012.906	326593.878	49598.933	15%	15%	GOOD							0.5	6340.79	4382.449	0.66	0.47	132%	95%
11	TQS3_200724_013	mq H2O	8.43	1889.446	308.381	-68.895	-105.592	16%	153%	FALSE							1	12961.357	11003.016	1.35	1.19	135%	119%
12	TQS3_200724_014	Std M1 5ng/mL	8.43	58314.043	8865.045	56355.702	8451.072	15%	15%	GOOD	5.452348025	4.4	23.99033131				2.5	23895.625	21937.284	2.48	2.37	99%	95%
13	TQS3_200724_015	Blank chemical	8.43	2630.008	278.066	671.667	-135.907	11%	-20%	FALSE	0	4.4	0				5	48160.641	46202.3	5.00	5.00	100%	100%
14	TQS3_200724_016	Blank soil	8.43	1699.357	513.174	-258.984	99.201	30%	-38%	FALSE	0	4.4	0				10	108163.063	106204.722	11.23	11.49	112%	115%
15	TQS3_200724_017	Blank soil spiked	8.43	17317.098	2839.814	15358.757	2425.841	16%	16%	GOOD	1.485941713	4.4	6.538143539	6.538143539	131%		25	328552.219	326593.878	34.11	35.34	136%	141%
16	TQS3_200724_018	1C	8.43	31590.32	4994.388	29631.979	4580.415	16%	15%	GOOD	2.86685919	4.4	12.61418043										
17	TQS3_200724_019	1J	8.43	2393554.5	360610.313	2391596.159	360196.34	15%	15%	GOOD	231.3841214	4.4	1018.090134										
18	TQS3_200724_020	2D	8.43	22105.244	3470.191	20146.903	3056.218	16%	15%	GOOD	1.949189219	4.4	8.576432564										
19	TQS3_200724_021	2I	8.43	26242.299	3934.398	24283.958	3520.425	15%	14%	GOOD	2.349444435	4.4	10.33755551										
20	TQS3_200724_022	3H	8.43	11897.354	1812.109	9939.013	1398.136	15%	14%	GOOD	0.961587843	4.4	4.230986507										
21	TQS3_200724_023	3H_b	8.43	13223.155	1916.745	11264.814	1502.772	14%	13%	GOOD	1.089857533	4.4	4.795373146										
22	TQS3_200724_024	4B	8.43	29137.385	4671.476	27179.044	4257.503	16%	16%	GOOD	2.629540607	4.4	11.56997867										
23	TQS3_200724_025	Std M1 5ng/mL	8.43	48963.066	7378.931	47004.725	6964.958	15%	15%	GOOD	5.238252274	4.4	23.04831001										
24	TQS3_200724_026	5J	8.43	13922.619	2142.964	11964.278	1728.991	15%	14%	GOOD	1.333310778	4.4	5.866567422										
25	TQS3_200724_027	6B	8.43	1388075.75	210991.453	1386117.409	210577.48	15%	15%	GOOD	154.4702723	4.4	679.6691981										
26	TQS3_200724_028	6D	8.43	14267.094	2284.727	12308.753	1870.754	16%	15%	GOOD	1.371699407	4.4	6.03547739										
27	TQS3_200724_029	7E	8.43	1748598.375	261438.813	1746640.034	261024.84	15%	15%	GOOD	194.6472643	4.4	856.4479629										
28	TQS3_200724_030	8B	8.43	18113.891	2629.211	16155.55	2215.238	15%	14%	GOOD	1.800390206	4.4	7.921716907										
29	TQS3_200724_031	9J	8.43	2099375.25	315520	2097416.909	315106.027	15%	15%	GOOD	233.7381804	4.4	1028.447994										
30	TQS3_200724_032	10D	8.43	17498.176	2719.116	15539.835	2305.143	16%	15%	GOOD	1.731774328	4.4	7.619807042										
31	TQS3_200724_033	10G	8.43	18667.705	2876.157	16709.364	2462.184	15%	15%	GOOD	1.862107777	4.4	8.193274219										
32	TQS3_200724_034	11F	8.43	14517.67	2292.6	12559.329	1878.627	16%	15%	GOOD	1.39962384	4.4	6.158344896										
33	TQS3_200724_035	11F_spike	8.43	29965.096	4606.14	28006.755	4192.167	15%	15%	GOOD	3.121100019	4.4	13.73284008	7.574495187	151%								
34	TQS3_200724_036	Std M1 5ng/mL	8.43	44687.219	6757.512	42728.878	6343.539	15%	15%	GOOD	5.071226794	4.4	22.31339789										
35	TQS3_200724_037	11H	8.43	1701547.5	257776.172	1699589.159	257362.199	15%	15%	GOOD	201.7137469	4.4	887.5404863										
36	TQS3_200724_038	11J	8.43	2117387	319499.844	2115428.659	319085.871	15%	15%	GOOD	251.0671704	4.4	1104.69555										
37	TQS3_200724_039	12G	8.43	2271909	344314.344	2269950.659	343900.371	15%	15%	GOOD	269.4064329	4.4	1185.388305										
38	TQS3_200724_040	13F	8.43	19727.799	2931.797	17769.458	2517.824	15%	14%	GOOD	2.108947291	4.4	9.279368082										
39	TQS3_200724_041	13F_spike	8.43	23443.291	3494.713	21484.95	3080.74	15%	14%	GOOD	2.549916104	4.4	11.21963086	1.940262774	39%								
40	TQS3_200724_042	15F	8.43	1992588.25	303422.219	1990629.909	303008.246	15%	15%	GOOD	236.2555771	4.4	1039.524539										
41	TQS3_200724_043	15F_spike	8.43	2120106.25	320521.844	2118147.909	320107.871	15%	15%	GOOD	251.3899014	4.4	1106.115566	66.59102709	1332%								
42	TQS3_200724_044	17C	8.43	19799.174	2975.574	17840.833	2561.601	15%	14%	GOOD	2.11741835	4.4	9.316640738										
43	TQS3_200724_045	17H	8.43	2490104.75	377653.719	2488146.409	377239.746	15%	15%	GOOD	295.3027397	4.4	1299.332054										
44	TQS3_200724_046	19E	8.43	19033.582	3002.068	17075.241	2588.095	16%	15%	GOOD	2.02655496	4.4	8.916841826										
45	TQS3_200724_047	Std M1 5ng/mL	8.43	43486.941	6480.454	41528.6	6066.481	15%	15%	GOOD	4.719698692	4.4	20.76667424										
46	TQS3_200724_048	19E_b	8.43	14829.438	2161.906	12871.097	1747.933	15%	14%	GOOD	1.462791899	4.4	6.436284357										
47	TQS3_200724_049	24I	8.43	2086597.875	312728.313	2084639.534	312314.34	15%	15%	GOOD	236.9179429	4.4	1042.438949										
48	TQS3_200724_050	25E	8.43	16555.627	2498.926	14597.286	2084.953	15%	14%	GOOD	1.65897217	4.4	7.299477546										
49	TQS3_200724_051	26G	8.43	1999249.875	304270.031	1997291.534	303856.058	15%	15%	GOOD	226.9908988	4.4	998.7599548										
50	TQS3_200724_052	27F	8.43	18766.236	2786.855	16807.895	2372.882	15%	14%	GOOD	1.910206461	4.4	8.404908429										
51	TQS3_200724_053	29H	8.43	16841.822	2739.18	14883.481	2325.207	16%	16%	GOOD	1.691498047	4.4	7.442591408										
52	TQS3_200724_054	30G	8.43	2682196.25	409508.5	2680237.909	409094.527	15%	15%	GOOD	304.6073153	4.4	1340.272187										
53	TQS3_200724_055	31H	8.43	2204127.75	334787.594	2202169.409	334373.621	15%	15%	GOOD	250.2751376	4.4	1101.210605										
54	TQS3_200724_056	31H_spike	8.43	2755874.25	416844.844	2753915.909	416430.871	15%	15%	GOOD	312.9807726	4.4	1377.115399	275.9047941	5518%								
55	TQS3_200724_057	32I	8.43	1805432.5	276362	1803474.159	275948.027	15%	15%	GOOD	204.9636787	4.4	901.8401865										
56	TQS3_200724_058	Std M1 5ng/mL	8.43	48419.68	7437.56	46461.339	7023.587	15%	15%	GOOD	5.483595581	4.4	24.12782056										
57	TQS3_200724_059	33A	8.43	13325.851	2117.719	11367.51	1703.746	16%	15%	GOOD	1.3416494	4.4	5.903257361										
58	TQS3_200724_060	33C	8.43	2130204	327090.688	2128245.659	326676.715	15%	15%	GOOD	251.1860128	4.4	1105.218456										
59	TQS3_200724_061	33J	8.43	20443.623	3004.078	18485.282	2590.105	15%	14%	GOOD	2.181723835	4.4	9.599584873										
60	TQS3_200724_062	33J_spike	8.43	32405.414	4939.576	30447.073	4525.603	15%	15%	GOOD	3.5935132	4.4	15.81145808	6.211873205	124%								
61	TQS3_200724_063	34B	8.43	14060.763	2069.093	12102.422	1655.12	15%	14%	GOOD	1.428387327	4.4	6.284904237										
62	TQS3_200724_064	37C	8.43	14694.758	2260.716	12736.417	1846.743	15%	14%	GOOD	1.503214532	4.4	6.614143943										
63	TQS3_200724_065	37H	8.43	2468983.25	379245.313	2467024.909	378831.34	15%	15%	GOOD	291.1704049	4.4	1281.149782										
64	TQS3_200724_066	38G	8.43	2254703.75	343011.281	2252745.409	342597.308	15%	15%	GOOD	265.8800852	4.4	1169.872375										
65	TQS3_200724_067	39C	8.43	18864.674	2892.813	16906.333	2478.84	15%	15%	GOOD	1.995368513	4.4	8.779621459										
66	TQS3_200724_068	39C_b	8.43	14214.613	2118.702	12256.272	1704.729	15%	14%	GOOD	1.44654546	4.4	6.364800023										
67	TQS3_200724_069	Std M1 5ng/mL	8.43	40224.875	6102.872	38266.534	5688.899	15%	15%	GOOD	4.668969086	4.4	20.54346398										
68	TQS3_200724_070	39E	8.43	10838.451	1944.87	8880.11	1530.897	18%	17%	GOOD	1.083478297	4.4	4.767304505										
69	TQS3_200724_071	40I	8.43	1889167.625	288856.281	1887209.284	288442.308	15%	15%	GOOD	230.2618211	4.4	1013.152013										
70	TQS3_200724_072	41A	8.43	15319.292	2255.231	13360.951	1841.258	15%	14%	GOOD	1.630193819	4.4	7.172852802										
71	TQS3_200724_073	42G	8.43	15570.016	2459.365	13611.675	2045.392	16%	15%	GOOD	1.660785108	4.4	7.307454474										
72	TQS3_200724_074	42I	8.43	2024828.625	308565.813	2022870.284	308151.84	15%	15%	GOOD	246.8140653	4.4	1085.981887										
73	TQS3_200724_075	43H	8.43	19392.137	2996.333	17433.796	2582.36	15%	15%	GOOD	2.12712901	4.4	9.359367644										
74	TQS3_200724_076	44I	8.43	2385464	362560.656	2383505.659	362146.683	15%	15%	GOOD	290.8158403	4.4	1279.589697										
75	TQS3_200724_077	44I_spike	8.43	2713529.75	414984.375	2711571.409	414570.402	15%	15%	GOOD	330.8437363	4.4	1455.71244	176.1227426	3522%								
76	TQS3_200724_078	45C	8.43	2793411.75	427629.406	2791453.409	427215.433	15%	15%	GOOD	340.5902837	4.4	1498.597248										
77	TQS3_200724_079	46D	8.43	2474541.75	375230.75	2472583.409	374816.777	15%	15%	GOOD	301.6843778	4.4	1327.411262										
78	TQS3_200724_080	Std M1 5ng/mL	8.43	45651.086	6849.89	43692.745	6435.917	15%	15%	GOOD	5.064253152	4.4	22.28271387										
79	TQS3_200724_081	47A	8.43	16182.302	2421.819	14223.961	2007.846	15%	14%	GOOD	1.648643026	4.4	7.254029314										
80	TQS3_200724_082	49A	8.43	12735.907	1906.939	10777.566	1492.966	15%	14%	GOOD	1.249185021	4.4	5.496414093										
81	TQS3_200724_083	52G	8.43	1814000.875	278367.375	1812042.534	277953.402	15%	15%	GOOD	210.0266787	4.4	924.1173862										
82	TQS3_200724_084	71A	8.43	11980.681	1853.472	10022.34	1439.499	15%	14%	GOOD	1.161649764	4.4	5.111258963										
83	TQS3_200724_085	71B	8.43	8482.894	1431.069	6524.553	1017.096	17%	16%	GOOD	0.756235116	4.4	3.327434512										
84	TQS3_200724_086	71C	8.43	7208.2	1174.374	5249.859	760.401	16%	14%	GOOD	0.60849038	4.4	2.67735767										
85	TQS3_200724_087	1A	8.43	10298.037	1631.235	8339.696	1217.262	16%	15%	GOOD	0.966621158	4.4	4.253133094										
86	TQS3_200724_088	1A_spike	8.43	26693.371	3913.566	24735.03	3499.593	15%	14%	GOOD	2.866939435	4.4	12.61453351	8.361400418	167%								
87	TQS3_200724_089	1E	8.43	919328.625	135349.891	917370.284	134935.918	15%	15%	GOOD	106.328759	4.4	467.8465395										
88	TQS3_200724_090	1E_b	8.43	867957.75	133476.359	865999.409	133062.386	15%	15%	GOOD	100.3745642	4.4	441.6480823										
89	TQS3_200724_091	Std M1 5ng/mL	8.43	44542.375	6620.892	42584.034	6206.919	15%	15%	GOOD	4.840621109	4.4	21.29873288										
90	TQS3_200724_092	1F	8.43	678450.938	105221.109	676492.597	104807.136	16%	15%	GOOD	76.89840622	4.4	338.3529873										
91	TQS3_200724_093	6G	8.44	21241.266	3042.388	19282.925	2628.415	14%	14%	GOOD	2.191932633	4.4	9.644503587										
92	TQS3_200724_094	7H	8.43	879839.438	135441.219	877881.097	135027.246	15%	15%	GOOD	99.79068138	4.4	439.0789981										
93	TQS3_200724_095	9E	8.43	644921.813	97494.82	642963.472	97080.847	15%	15%	GOOD	73.08707659	4.4	321.583137										
94	TQS3_200724_096	9E_spike	8.43	229343.594	33891.246	227385.253	33477.273	15%	15%	GOOD	25.84738345	4.4	113.7284872	-207.8546499									
95	TQS3_200724_097	13J	8.44	11204.12	1885.852	9245.779	1471.879	17%	16%	GOOD	1.0509881	4.4	4.624347641										
96	TQS3_200724_098	15A	8.43	10991.368	1609.896	9033.027	1195.923	15%	13%	GOOD	1.026804111	4.4	4.517938088										
97	TQS3_200724_099	15E	8.43	12543.306	2013.851	10584.965	1599.878	16%	15%	GOOD	1.203216328	4.4	5.294151842										
98	TQS3_200724_100	15H	8.43	789145.938	120761.531	787187.597	120347.558	15%	15%	GOOD	89.48135112	4.4	393.7179449										
99	TQS3_200724_101	16B	8.43	13290.551	2083.085	11332.21	1669.112	16%	15%	GOOD	1.288157316	4.4	5.667892189										
100	TQS3_200724_102	Std M1 5ng/mL	8.43	47346.559	6772.749	45388.218	6358.776	14%	14%	GOOD	5.719852334	4.4	25.16735027										
101	TQS3_200724_103	18B	8.43	7582.772	1173.39	5624.431	759.417	15%	14%	GOOD	0.708794401	4.4	3.118695364										
102	TQS3_200724_104	18G	8.43	559823.688	84130.914	557865.347	83716.941	15%	15%	GOOD	70.30254872	4.4	309.3312144										
103	TQS3_200724_105	19C	8.43	10584.479	1564.653	8626.138	1150.68	15%	13%	GOOD	1.087071442	4.4	4.783114343										
104	TQS3_200724_106	20B	8.43	386136.219	57787.547	384177.878	57373.574	15%	15%	GOOD	48.41434251	4.4	213.023107										
105	TQS3_200724_107	20D	8.43	514436	77688.219	512477.659	77274.246	15%	15%	GOOD	64.58276317	4.4	284.164158				Calibration curve						
106	TQS3_200724_108	Std M1 5ng/mL	8.44	35922.203	5269.205	33963.862	4855.232	15%	14%	GOOD	4.280147666	4.4	18.83264973					Area		Conc.		Trueness	
107	TQS3_200724_109	Cal 0	8.44	2516.675	235.272	558.334	-178.701	9%	-32%	FALSE		4.4	0				0	2516.675	558.334				
108	TQS3_200724_110	Cal 0.125	8.44	3049.575	487.867	1091.234	73.894	16%	7%	FALSE		4.4	0				0.125	3049.575	1091.234	0.32	0.12	253%	95%
109	TQS3_200724_111	Cal 0.25	8.43	4030.923	923.235	2072.582	509.262	23%	25%	FALSE		4.4	0				0.25	4030.923	2072.582	0.42	0.22	167%	90%
110	TQS3_200724_112	Cal 0.5	8.44	5924.372	947.122	3966.031	533.149	16%	13%	GOOD		4.4	0				0.5	5924.372	3966.031	0.62	0.43	123%	86%
111	TQS3_200724_113	Cal 1	8.44	11936.763	1829.639	9978.422	1415.666	15%	14%	GOOD		4.4	0				1	11936.763	9978.422	1.24	1.08	124%	108%
112	TQS3_200724_114	Cal 2.5	8.43	23859.125	3548.05	21900.784	3134.077	15%	14%	GOOD		4.4	0				2.5	23859.125	21900.784	2.48	2.37	99%	95%
113	TQS3_200724_115	Cal 5	8.44	48133.063	7410.7	46174.722	6996.727	15%	15%	GOOD		4.4	0				5	48133.063	46174.722	5.00	5.00	100%	100%
114	TQS3_200724_116	Cal 10	8.44	112404.195	16816.963	110445.854	16402.99	15%	15%	GOOD		4.4	0				10	112404.195	110445.854	11.68	11.96	117%	120%
115	TQS3_200724_117	Cal 25	8.44	327944.313	49329.402	325985.972	48915.429	15%	15%	GOOD		4.4	0				25	327944.313	325985.972	34.07	35.30	136%	141%
116	TQS3_200724_118	mq H2O	8.44	1852.473	565.172	-105.868	151.199	31%	-143%	FALSE		4.4	0										
																							
Compound 3:  Chlorantranilliprole																							
											Conc. In vial	Corr Factor	Calc. Amount	Spike level	Recovery								
	Name	Sample Text	RT	Area	1? Area	Area_cor	Sec_Area_cor	Ion ratio	Ion ratio_cor	Ion ratio check	ng/ml		ng/g (ppb)	ng/g	%		Ion ratio						
1	TQS3_200724_003	mq H2O	5.91	5416.782	4118.166			76%									avg std	81.550944%	81.233508%				
2	TQS3_200724_004	Cal 0	5.91	1377.363	1100.144	68.21433333	-45.258	80%	-66%	FALSE							min.	57%	57%				
3	TQS3_200724_005	Cal 0.125	5.91	4789.775	3761.9	3480.626333	2616.498	79%	75%	GOOD							max.	106%	106%				
4	TQS3_200724_006	Cal 0.25	5.91	7453.68	6168.374	6144.531333	5022.972	83%	82%	GOOD													
5	TQS3_200724_007	Cal 0.5	5.91	14787.956	12339.616	13478.80733	11194.214	83%	83%	GOOD							Calibration curve						
6	TQS3_200724_008	Cal 1	5.91	32809.668	26400.051	31500.51933	25254.649	80%	80%	GOOD								Area		Conc.		Trueness	
7	TQS3_200724_009	Cal 2.5	5.91	63620.625	50902.523	62311.47633	49757.121	80%	80%	GOOD							0	1377.363	68.21433333				
8	TQS3_200724_010	Cal 5	5.91	133665.313	110078.938	132356.1643	108933.536	82%	82%	GOOD							0.125	4789.775	3480.626333	0.18	0.13	143%	105%
9	TQS3_200724_011	Cal 10	5.91	291465.938	236577.031	290156.7893	235431.629	81%	81%	GOOD							0.25	7453.68	6144.531333	0.28	0.23	112%	93%
10	TQS3_200724_012	Cal 25	5.91	732398.375	591439.125	731089.2263	590293.723	81%	81%	GOOD							0.5	14787.956	13478.80733	0.55	0.51	111%	102%
11	TQS3_200724_013	mq H2O	5.9	1260.58	1056.888	-48.56866667	-88.514	84%	182%	FALSE							1	32809.668	31500.51933	1.23	1.19	123%	119%
12	TQS3_200724_014	Std M1 5ng/mL	5.91	263993.25	210790.094	262684.1013	209644.692	80%	80%	GOOD	5.885403385	4.4	25.8957749				2.5	63620.625	62311.47633	2.38	2.35	95%	94%
13	TQS3_200724_015	Blank chemical	5.92	1337.149	1228.278	28.00033333	82.876	92%	296%	FALSE	0	4.4	0				5	133665.313	132356.1643	5.00	5.00	100%	100%
14	TQS3_200724_016	Blank soil	5.91	1538.903	1132.813	229.7543333	-12.589	74%	-5%	FALSE	0	4.4	0				10	291465.938	290156.7893	10.90	10.96	109%	110%
15	TQS3_200724_017	Blank soil spiked	5.91	38013.051	29510.994	36703.90233	28365.592	78%	77%	GOOD	0.822346194	4.4	3.618323255	3.618323255	72%		25	732398.375	731089.2263	27.40	27.62	110%	110%
16	TQS3_200724_018	1C	5.91	139186.406	115614.5	137877.2573	114469.098	83%	83%	GOOD	3.089122155	4.4	13.59213748										
17	TQS3_200724_019	1J	5.91	152727.328	122581.516	151418.1793	121436.114	80%	80%	GOOD	3.392504764	4.4	14.92702096										
18	TQS3_200724_020	2D	5.91	3173.4	2523.054	1864.251333	1377.652	80%	74%	GOOD	0.041768311	4.4	0.183780566										
19	TQS3_200724_021	2I	5.91	3113.077	2536.898	1803.928333	1391.496	81%	77%	GOOD	0.040416781	4.4	0.177833838										
20	TQS3_200724_022	3H	5.91	139486.766	113563.828	138177.6173	112418.426	81%	81%	GOOD	3.095851682	4.4	13.6217474										
21	TQS3_200724_023	3H_b	5.91	159896.703	129717.359	158587.5543	128571.957	81%	81%	GOOD	3.553133686	4.4	15.63378822										
22	TQS3_200724_024	4B	5.91	4604.975	3728.694	3295.826333	2583.292	81%	78%	GOOD	0.073842564	4.4	0.32490728										
23	TQS3_200724_025	Std M1 5ng/mL	5.91	184956.563	148688.859	183647.4143	147543.457	80%	80%	GOOD	5.250148288	4.4	23.10065247										
24	TQS3_200724_026	5J	5.91	167050.438	135803.453	165741.2893	134658.051	81%	81%	GOOD	4.738244476	4.4	20.84827569										
25	TQS3_200724_027	6B	5.91	4217.049	3352.512	2907.900333	2207.11	79%	76%	GOOD	0.083131625	4.4	0.365779149										
26	TQS3_200724_028	6D	5.91	134482.656	109627.648	133173.5073	108482.246	82%	81%	GOOD	3.807190338	4.4	16.75163749										
