Quantify Compound Summary Report 

Printed Wed Feb 02 11:08:48 2022

Compound 1:  13C-Caffeine

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
65	TQS3_200724_065	37H	3.26	859124.625			0	
66	TQS3_200724_066	38G	3.26	681169.375			0	
67	TQS3_200724_067	39C	3.26	722553.313			0	
68	TQS3_200724_068	39C_b	3.26	722900.375			0	
69	TQS3_200724_069	Std M1 5ng/mL	3.26	722612.250			0	
70	TQS3_200724_070	39E	3.26	677922.750			0	
71	TQS3_200724_071	40I	3.26	710130.063			0	
72	TQS3_200724_072	41A	3.26	702989.875			0	
73	TQS3_200724_073	42G	3.26	695041.750			0	
74	TQS3_200724_074	42I	3.26	683404.438			0	
75	TQS3_200724_075	43H	3.26	696395.250			0	
76	TQS3_200724_076	44I	3.26	682415.063			0	
77	TQS3_200724_077	44I_spike	3.26	684256.875			0	
78	TQS3_200724_078	45C	3.26	699234.438			0	
79	TQS3_200724_079	46D	3.26	672196.313			0	
80	TQS3_200724_080	Std M1 5ng/mL	3.26	709066.563			0	
81	TQS3_200724_081	47A	3.26	683165.063			0	
82	TQS3_200724_082	49A	3.26	701280.250			0	
83	TQS3_200724_083	52G	3.26	692905.375			0	
84	TQS3_200724_084	71A	2.92	1052.292			0	
85	TQS3_200724_085	71B	3.26	697229.188			0	
86	TQS3_200724_086	71C	3.26	682977.188			0	
87	TQS3_200724_087	1A	3.26	1567142.375			0	
88	TQS3_200724_088	1A_spike	3.26	715753.000			0	
89	TQS3_200724_089	1E	3.26	694689.875			0	
90	TQS3_200724_090	1E_b	3.26	705608.188			0	
91	TQS3_200724_091	Std M1 5ng/mL	3.26	807064.313			0	
92	TQS3_200724_092	1F	3.26	685224.750			0	
93	TQS3_200724_093	6G	3.26	676435.063			0	
94	TQS3_200724_094	7H	3.26	728441.563			0	
95	TQS3_200724_095	9E	3.26	1827469.500			0	
96	TQS3_200724_096	9E_spike	3.26	654049.313			0	
97	TQS3_200724_097	13J	3.26	687479.688			0	
98	TQS3_200724_098	15A	3.26	663309.563			0	
99	TQS3_200724_099	15E	3.26	683829.313			0	
100	TQS3_200724_100	15H	3.26	691851.563			0	
101	TQS3_200724_101	16B	3.26	684700.250			0	
102	TQS3_200724_102	Std M1 5ng/mL	3.26	1024026.313			0	
103	TQS3_200724_103	18B	3.26	683182.938			0	
104	TQS3_200724_104	18G	3.26	722050.063			0	
105	TQS3_200724_105	19C	3.26	688942.813			0	
106	TQS3_200724_106	20B	3.26	720548.500			0	
107	TQS3_200724_107	20D	3.26	665509.000			0	
108	TQS3_200724_108	Std M1 5ng/mL	3.26	990028.375			0	
109	TQS3_200724_109	Cal 0	3.26	817700.438			0	
110	TQS3_200724_110	Cal 0.125	3.26	858972.625			0	
111	TQS3_200724_111	Cal 0.25	3.26	805852.500			0	
112	TQS3_200724_112	Cal 0.5	3.26	814725.875			0	
113	TQS3_200724_113	Cal 1	3.26	787202.750			0	
114	TQS3_200724_114	Cal 2.5	3.26	808226.750			0	
115	TQS3_200724_115	Cal 5	3.26	775733.000			0	
116	TQS3_200724_116	Cal 10	3.26	849598.750			0	
117	TQS3_200724_117	Cal 25	3.26	857850.250			0	
118	TQS3_200724_118	mq H2O	3.27	678.689			0	

Compound 2:  Pendimethalin

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200724_001							
2	TQS3_200724_002	test std 5 solvent	8.43	47333.172	7153.061		1	
3	TQS3_200724_003	mq H2O	8.43	8347.092	210.118		1	
4	TQS3_200724_004	Cal 0	8.43	3107.534	4067.354		1	
5	TQS3_200724_005	Cal 0.125	8.43	5429.324	3933.331		1	
6	TQS3_200724_006	Cal 0.25	8.43	5873.631	1406.203		1	
7	TQS3_200724_007	Cal 0.5	8.43	7386.077	1842.526		1	
8	TQS3_200724_008	Cal 1	8.43	14696.157	2606.725		1	
9	TQS3_200724_009	Cal 2.5	8.43	25035.320	4960.454		1	
10	TQS3_200724_010	Cal 5	8.43	49311.219	8565.243		1	
11	TQS3_200724_011	Cal 10	8.43	110081.094	18104.938		1	
12	TQS3_200724_012	Cal 25	8.43	333875.813	52863.207		1	
13	TQS3_200724_013	mq H2O	8.43	2186.130	497.317		1	
14	TQS3_200724_014	Std M1 5ng/mL	8.43	61338.586	9061.062		1	
15	TQS3_200724_015	Blank chemical	8.43	4090.275	278.066		1	
16	TQS3_200724_016	Blank soil	8.43	3259.434	3672.689		1	
17	TQS3_200724_017	Blank soil spiked	8.43	19377.494	5636.631		1	
18	TQS3_200724_018	1C	8.43	33614.094	5455.429		1	
19	TQS3_200724_019	1J	8.43	2414235.250	366705.969		1	
20	TQS3_200724_020	2D	8.43	23882.064	4254.245		1	
21	TQS3_200724_021	2I	8.43	29243.857	4360.379		1	
22	TQS3_200724_022	3H	8.43	14740.309	4270.242		1	
23	TQS3_200724_023	3H_b	8.43	15600.007	2487.590		1	
24	TQS3_200724_024	4B	8.43	29818.461	8478.975		1	
25	TQS3_200724_025	Std M1 5ng/mL	8.43	51891.375	10319.723		1	
26	TQS3_200724_026	5J	8.43	15862.815	2625.125		1	
27	TQS3_200724_027	6B	8.43	1398614.125	215959.969		1	
28	TQS3_200724_028	6D	8.43	14655.623	5178.874		1	
29	TQS3_200724_029	7E	8.43	1765022.375	265916.031		1	
30	TQS3_200724_030	8B	8.43	20501.752	5557.915		1	
31	TQS3_200724_031	9J	8.43	2115227.250	320282.188		1	
32	TQS3_200724_032	10D	8.43	19000.035	5618.250		1	
33	TQS3_200724_033	10G	8.43	20869.238	6802.631		1	
34	TQS3_200724_034	11F	8.43	16799.385	3527.860		1	
35	TQS3_200724_035	11F_spike	8.43	32403.029	8550.832		1	
36	TQS3_200724_036	Std M1 5ng/mL	8.43	46054.086	7035.034		1	
37	TQS3_200724_037	11H	8.43	1735618.000	260509.469		1	
38	TQS3_200724_038	11J	8.43	2153289.000	323697.313		1	
39	TQS3_200724_039	12G	8.43	2314402.500	350060.781		1	
40	TQS3_200724_040	13F	8.43	22196.287	5153.890		1	
41	TQS3_200724_041	13F_spike	8.43	24833.189	3753.697		1	
42	TQS3_200724_042	15F	8.43	2025176.750	306506.594		1	
43	TQS3_200724_043	15F_spike	8.43	2156167.500	323337.750		1	
44	TQS3_200724_044	17C	8.43	19799.174	4381.185		1	
45	TQS3_200724_045	17H	8.43	2515916.500	380246.938		1	
46	TQS3_200724_046	19E	8.43	22420.764	3249.070		1	
47	TQS3_200724_047	Std M1 5ng/mL	8.43	46372.152	10766.330		1	
48	TQS3_200724_048	19E_b	8.43	17317.965	3273.240		1	
49	TQS3_200724_049	24I	8.43	2122625.750	314701.156		1	
50	TQS3_200724_050	25E	8.43	18070.432	2841.236		1	
51	TQS3_200724_051	26G	8.19	5072.869	306136.750		1	
52	TQS3_200724_052	27F	8.43	18766.236	7647.593		1	
53	TQS3_200724_053	29H	8.43	19769.660	3322.433		1	
54	TQS3_200724_054	30G	8.43	2722945.500	413548.656		1	
55	TQS3_200724_055	31H	8.43	2248408.500	339702.125		1	
56	TQS3_200724_056	31H_spike	8.43	2811144.250	421000.406		1	
57	TQS3_200724_057	32I	8.43	1845441.750	280615.469		1	
58	TQS3_200724_058	Std M1 5ng/mL	8.43	48591.195	9184.207		1	
59	TQS3_200724_059	33A	8.43	16006.169	3105.974		1	
60	TQS3_200724_060	33C	8.43	2148149.000	331791.531		1	
61	TQS3_200724_061	33J	8.43	21143.611	5903.020		1	
62	TQS3_200724_062	33J_spike	8.43	35357.922	5801.593		1	
63	TQS3_200724_063	34B	8.43	14333.428	5379.072		1	
64	TQS3_200724_064	37C	8.43	15968.345	6392.768		1	
65	TQS3_200724_065	37H	8.43	2510770.750	381645.906		1	
66	TQS3_200724_066	38G	8.43	2293934.500	350490.625		1	
67	TQS3_200724_067	39C	8.43	21164.352	6706.507		1	
68	TQS3_200724_068	39C_b	8.43	17154.482	3450.348		1	
69	TQS3_200724_069	Std M1 5ng/mL	8.43	41932.367	7282.356		1	
70	TQS3_200724_070	39E	8.43	12770.349	1944.870		1	
71	TQS3_200724_071	40I	8.43	1921215.375	292424.313		1	
72	TQS3_200724_072	41A	8.43	18337.168	3762.005		1	
73	TQS3_200724_073	42G	8.43	17316.152	5890.155		1	
74	TQS3_200724_074	42I	8.43	2069198.125	310257.125		1	
75	TQS3_200724_075	43H	8.43	21680.021	4118.891		1	
76	TQS3_200724_076	44I	8.43	2424256.000	368997.375		1	
77	TQS3_200724_077	44I_spike	8.43	2741177.250	420935.156		1	
78	TQS3_200724_078	45C	8.43	2842120.750	434704.531		1	
79	TQS3_200724_079	46D	8.43	2522408.000	378651.281		1	
80	TQS3_200724_080	Std M1 5ng/mL	8.43	47297.258	8528.099		1	
81	TQS3_200724_081	47A	8.43	18505.852	3934.574		1	
82	TQS3_200724_082	49A	8.43	14583.780	2345.367		1	
83	TQS3_200724_083	52G	8.43	1846950.750	283174.313		1	
84	TQS3_200724_084	71A	8.43	14335.639	2456.151		1	
85	TQS3_200724_085	71B	8.43	10485.117	3384.337		1	
86	TQS3_200724_086	71C	8.43	9657.938	1174.374		1	
87	TQS3_200724_087	1A	8.43	12158.518	5927.952		1	
88	TQS3_200724_088	1A_spike	8.43	29699.902	4388.232		1	
89	TQS3_200724_089	1E	8.43	928418.063	143098.203		1	
90	TQS3_200724_090	1E_b	8.43	884416.000	135580.531		1	
91	TQS3_200724_091	Std M1 5ng/mL	8.43	48101.859	8148.333		1	
92	TQS3_200724_092	1F	8.43	685987.750	106564.906		1	
93	TQS3_200724_093	6G	8.44	21322.266	3167.467		1	
94	TQS3_200724_094	7H	8.43	902053.563	139121.688		1	
95	TQS3_200724_095	9E	8.43	647669.625	102807.563		1	
96	TQS3_200724_096	9E_spike	8.43	231524.578	37841.617		1	
97	TQS3_200724_097	13J	8.44	11701.610	2121.451		1	
98	TQS3_200724_098	15A	8.43	13775.347	5903.730		1	
99	TQS3_200724_099	15E	8.43	14143.826	2895.583		1	
100	TQS3_200724_100	15H	8.43	796267.188	123050.594		1	
101	TQS3_200724_101	16B	8.43	15356.505	3811.000		1	
102	TQS3_200724_102	Std M1 5ng/mL	8.43	48978.207	9303.780		1	
103	TQS3_200724_103	18B	8.43	9575.821	3892.399		1	
104	TQS3_200724_104	18G	8.43	565955.438	87985.188		1	
105	TQS3_200724_105	19C	8.43	12664.392	3697.034		1	
106	TQS3_200724_106	20B	8.43	390390.969	58933.559		1	
107	TQS3_200724_107	20D	8.43	517652.156	81144.031		1	
108	TQS3_200724_108	Std M1 5ng/mL	8.44	36525.887	5657.915		1	
109	TQS3_200724_109	Cal 0	8.44	4346.231	235.272		1	
110	TQS3_200724_110	Cal 0.125	8.44	5168.358	2674.448		1	
111	TQS3_200724_111	Cal 0.25	8.43	6537.963	2546.631		1	
112	TQS3_200724_112	Cal 0.5	8.44	8240.979	2382.072		1	
113	TQS3_200724_113	Cal 1	8.44	14408.996	2821.531		1	
114	TQS3_200724_114	Cal 2.5	8.43	24039.928	4139.527		1	
115	TQS3_200724_115	Cal 5	8.44	50929.754	8474.665		1	
116	TQS3_200724_116	Cal 10	8.44	117360.891	20075.525		1	
117	TQS3_200724_117	Cal 25	8.44	330431.844	50155.805		1	
118	TQS3_200724_118	mq H2O	8.44	3506.907	1549.320		1	

Compound 3:  Chlorantranilliprole

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200724_001							
2	TQS3_200724_002	test std 5 solvent	5.91	128750.789	102453.367		1	
3	TQS3_200724_003	mq H2O	5.91	5869.496	4046.910		1	
4	TQS3_200724_004	Cal 0	5.91	1646.634	1427.326		1	
5	TQS3_200724_005	Cal 0.125	5.91	5187.846	4308.311		1	
6	TQS3_200724_006	Cal 0.25	5.91	8093.283	6712.327		1	
7	TQS3_200724_007	Cal 0.5	5.91	15620.836	12993.979		1	
8	TQS3_200724_008	Cal 1	5.91	34501.773	27343.148		1	
9	TQS3_200724_009	Cal 2.5	5.91	64622.949	51688.617		1	
10	TQS3_200724_010	Cal 5	5.91	138645.125	111215.578		1	
11	TQS3_200724_011	Cal 10	5.91	292971.344	238814.500		1	
12	TQS3_200724_012	Cal 25	5.91	737212.125	596419.813		1	
13	TQS3_200724_013	mq H2O	5.90	1542.359	953.361		1	
14	TQS3_200724_014	Std M1 5ng/mL	5.91	265734.813	212541.250		1	
15	TQS3_200724_015	Blank chemical	5.92	1809.767	1625.726		1	
16	TQS3_200724_016	Blank soil	5.91	1877.716	1606.844		1	
17	TQS3_200724_017	Blank soil spiked	5.91	38373.387	30482.846		1	
18	TQS3_200724_018	1C	5.91	144164.281	116667.430		1	
19	TQS3_200724_019	1J	5.91	153324.859	125641.203		1	
20	TQS3_200724_020	2D	5.91	3463.747	2804.718		1	
21	TQS3_200724_021	2I	5.91	4865.999	2921.421		1	
22	TQS3_200724_022	3H	5.91	140677.313	114176.445		1	
23	TQS3_200724_023	3H_b	5.91	161272.000	130776.219		1	
24	TQS3_200724_024	4B	5.91	4972.376	4175.505		1	
25	TQS3_200724_025	Std M1 5ng/mL	5.91	186280.359	149879.969		1	
26	TQS3_200724_026	5J	5.91	168442.078	136868.922		1	
27	TQS3_200724_027	6B	5.91	4745.576	3093.964		1	
28	TQS3_200724_028	6D	5.91	135518.313	110534.953		1	
29	TQS3_200724_029	7E	5.91	129414.234	106649.297		1	
30	TQS3_200724_030	8B	5.91	130992.773	107195.859		1	
31	TQS3_200724_031	9J	5.91	123272.031	100954.641		1	
32	TQS3_200724_032	10D	5.91	122856.531	100329.469		1	
33	TQS3_200724_033	10G	5.92	4861.506	6089.274		1	
34	TQS3_200724_034	11F	5.91	148567.031	119618.164		1	
35	TQS3_200724_035	11F_spike	5.91	178503.531	145701.609		1	
36	TQS3_200724_036	Std M1 5ng/mL	5.91	168364.328	138583.359		1	
37	TQS3_200724_037	11H	5.92	4272.181	3569.503		1	
38	TQS3_200724_038	11J	5.92	4039.132	3345.216		1	
39	TQS3_200724_039	12G	5.92	4312.905	3130.293		1	
40	TQS3_200724_040	13F	5.92	3787.679	3466.000		1	
41	TQS3_200724_041	13F_spike	5.91	35237.277	28034.125		1	
42	TQS3_200724_042	15F	5.91	3959.908	3142.774		1	
43	TQS3_200724_043	15F_spike	5.91	41920.590	34973.473		1	
44	TQS3_200724_044	17C	5.91	4314.573	5077.115		1	
45	TQS3_200724_045	17H	5.91	159927.750	131249.266		1	
46	TQS3_200724_046	19E	5.91	4875.999	2517.914		1	
47	TQS3_200724_047	Std M1 5ng/mL	5.92	165022.375	134677.203		1	
48	TQS3_200724_048	19E_b	5.91	3414.084	4866.431		1	
49	TQS3_200724_049	24I	5.91	3906.890	3776.799		1	
50	TQS3_200724_050	25E	5.91	139188.797	114524.414		1	
51	TQS3_200724_051	26G	5.91	3450.851	2272.571		1	
52	TQS3_200724_052	27F	5.91	137721.922	113568.188		1	
53	TQS3_200724_053	29H	5.91	6217.007	3907.777		1	
54	TQS3_200724_054	30G	5.91	4319.984	3126.333		1	
55	TQS3_200724_055	31H	5.91	3616.089	3309.791		1	
56	TQS3_200724_056	31H_spike	5.91	52612.258	42754.422		1	
57	TQS3_200724_057	32I	5.91	144322.688	119272.859		1	
58	TQS3_200724_058	Std M1 5ng/mL	5.91	163053.000	135138.750		1	
59	TQS3_200724_059	33A	5.91	162838.953	133921.031		1	
60	TQS3_200724_060	33C	5.91	156977.094	126303.578		1	
61	TQS3_200724_061	33J	5.92	3281.907	2746.578		1	
62	TQS3_200724_062	33J_spike	5.91	42483.918	36162.102		1	
63	TQS3_200724_063	34B	5.92	3103.126	2537.427		1	
64	TQS3_200724_064	37C	5.91	4504.269	3284.246		1	
65	TQS3_200724_065	37H	5.92	3666.167	3434.887		1	
66	TQS3_200724_066	38G	5.91	133510.063	113516.094		1	
67	TQS3_200724_067	39C	5.91	5484.224	5936.112		1	
68	TQS3_200724_068	39C_b	5.91	5261.729	6350.191		1	
69	TQS3_200724_069	Std M1 5ng/mL	5.91	157554.422	128704.813		1	
70	TQS3_200724_070	39E	5.91	2932.165	4489.215		1	
71	TQS3_200724_071	40I	5.92	3118.609	2466.121		1	
72	TQS3_200724_072	41A	5.92	5103.729	2538.981		1	
73	TQS3_200724_073	42G	5.91	159531.766	131319.578		1	
74	TQS3_200724_074	42I	5.91	138085.266	116202.430		1	
75	TQS3_200724_075	43H	5.91	4480.359	3632.943		1	
76	TQS3_200724_076	44I	5.91	151725.453	123651.320		1	
77	TQS3_200724_077	44I_spike	5.91	192729.500	159953.234		1	
78	TQS3_200724_078	45C	5.92	135851.719	110661.766		1	
79	TQS3_200724_079	46D	5.92	3531.211	2159.309		1	
80	TQS3_200724_080	Std M1 5ng/mL	5.91	151573.875	125400.766		1	
81	TQS3_200724_081	47A	5.92	142484.656	118101.008		1	
82	TQS3_200724_082	49A	6.09	55.708	2378.896		1	
83	TQS3_200724_083	52G	5.91	140328.297	118025.289		1	
84	TQS3_200724_084	71A	5.92	3975.730	3159.497		1	
85	TQS3_200724_085	71B	5.91	4016.341	2789.042		1	
86	TQS3_200724_086	71C	5.92	3570.129	3393.052		1	
87	TQS3_200724_087	1A	5.92	86076.906	73036.922		1	
88	TQS3_200724_088	1A_spike	5.92	126275.320	103412.258		1	
89	TQS3_200724_089	1E	5.91	4032.705	3178.988		1	
90	TQS3_200724_090	1E_b	5.91	3884.094	3515.217		1	
91	TQS3_200724_091	Std M1 5ng/mL	5.92	175584.516	145680.422		1	
92	TQS3_200724_092	1F	5.92	3636.308	2921.248		1	
93	TQS3_200724_093	6G	5.92	68177.234	55332.945		1	
94	TQS3_200724_094	7H	5.91	3570.980	3480.113		1	
95	TQS3_200724_095	9E	5.92	228227.406	188995.828		1	
96	TQS3_200724_096	9E_spike	5.92	109002.109	89945.414		1	
97	TQS3_200724_097	13J	5.92	73537.227	61930.305		1	
98	TQS3_200724_098	15A	5.92	4799.118	2803.364		1	
99	TQS3_200724_099	15E	5.92	78649.891	66108.664		1	
100	TQS3_200724_100	15H	5.92	4038.396	3519.726		1	
101	TQS3_200724_101	16B	5.92	3699.799	2957.993		1	
102	TQS3_200724_102	Std M1 5ng/mL	5.92	231587.531	188378.156		1	
103	TQS3_200724_103	18B	5.92	66538.273	55898.047		1	
104	TQS3_200724_104	18G	5.92	78161.305	64705.504		1	
105	TQS3_200724_105	19C	5.92	5120.847	4532.611		1	
106	TQS3_200724_106	20B	5.92	54121.563	45601.832		1	
107	TQS3_200724_107	20D	5.92	3391.239	2514.398		1	
108	TQS3_200724_108	Std M1 5ng/mL	5.92	219721.516	180868.344		1	
109	TQS3_200724_109	Cal 0	5.92	1522.482	1646.148		1	
110	TQS3_200724_110	Cal 0.125	5.92	5221.169	5009.709		1	
111	TQS3_200724_111	Cal 0.25	5.92	8868.839	7339.461		1	
112	TQS3_200724_112	Cal 0.5	5.92	15626.855	13541.235		1	
113	TQS3_200724_113	Cal 1	5.92	31885.188	27813.176		1	
114	TQS3_200724_114	Cal 2.5	5.92	66799.969	56105.980		1	
115	TQS3_200724_115	Cal 5	5.92	142750.938	120510.898		1	
116	TQS3_200724_116	Cal 10	5.92	315086.594	265548.813		1	
117	TQS3_200724_117	Cal 25	5.92	727298.313	609808.938		1	
118	TQS3_200724_118	mq H2O	5.92	1680.782	1401.222		1	

Compound 4:  Boscalid

	Name	Sample Text	RT	Area	1º Area	IS Area	Sec.Peaks	2º Area
1	TQS3_200724_001							
2	TQS3_200724_002	test std 5 solvent	6.31	206409.922	93113.477		1	
3	TQS3_200724_003	mq H2O	6.31	1031.431	1451.482		1	
4	TQS3_200724_004	Cal 0	6.31	239.362	460.860		1	
5	TQS3_200724_005	Cal 0.125	6.31	7233.515	3153.419		1	
6	TQS3_200724_006	Cal 0.25	6.31	11825.520	4679.331		1	
7	TQS3_200724_007	Cal 0.5	6.31	23843.625	10217.350		1	
8	TQS3_200724_008	Cal 1	6.31	53852.469	24328.797		1	
9	TQS3_200724_009	Cal 2.5	6.31	103592.570	45727.750		1	
10	TQS3_200724_010	Cal 5	6.31	218455.000	96788.453		1	
11	TQS3_200724_011	Cal 10	6.31	475747.250	212153.531		1	
12	TQS3_200724_012	Cal 25	6.31	1215455.000	536288.313		1	
13	TQS3_200724_013	mq H2O	6.30	1483.672	310.088		1	
14	TQS3_200724_014	Std M1 5ng/mL	6.31	408480.938	189287.031		1	
15	TQS3_200724_015	Blank chemical	6.32	744.171	545.306		1	
16	TQS3_200724_016	Blank soil	6.32	1238.393	392.791		1	
17	TQS3_200724_017	Blank soil spiked	6.31	60930.344	27445.689		1	
18	TQS3_200724_018	1C	6.31	8293.706	3863.244		1	
19	TQS3_200724_019	1J	6.31	1891115.125	860710.188		1	
20	TQS3_200724_020	2D	6.31	1979604.875	888951.688		1	
21	TQS3_200724_021	2I	6.31	1765463.250	801728.188		1	
22	TQS3_200724_022	3H	6.31	10946.070	4892.008		1	
23	TQS3_200724_023	3H_b	6.31	12201.034	4968.345		1	
24	TQS3_200724_024	4B	6.31	61527.715	27309.619		1	
25	TQS3_200724_025	Std M1 5ng/mL	6.31	297713.688	134969.313		1	
26	TQS3_200724_026	5J	6.31	8983.121	3925.681		1	
27	TQS3_200724_027	6B	6.31	21958.355	8761.585		1	
28	TQS3_200724_028	6D	6.31	10551.202	4531.806		1	
29	TQS3_200724_029	7E	6.31	1565899.875	690795.625		1	
30	TQS3_200724_030	8B	6.31	9114.159	4195.364		1	
31	TQS3_200724_031	9J	6.31	1522470.750	676587.625		1	
32	TQS3_200724_032	10D	6.31	11941.153	4644.353		1	
33	TQS3_200724_033	10G	6.31	1999000.250	893190.375		1	
34	TQS3_200724_034	11F	6.31	11345.027	4151.784		1	
35	TQS3_200724_035	11F_spike	6.31	73805.133	31847.621		1	
36	TQS3_200724_036	Std M1 5ng/mL	6.31	269123.406	117885.031		1	
37	TQS3_200724_037	11H	6.31	12159.677	4789.732		1	
38	TQS3_200724_038	11J	6.31	17363.881	6502.906		1	
39	TQS3_200724_039	12G	6.31	10038.376	4160.100		1	
40	TQS3_200724_040	13F	6.31	8344.964	4391.398		1	
41	TQS3_200724_041	13F_spike	6.31	58821.707	26103.947		1	
42	TQS3_200724_042	15F	6.31	11335.205	5485.349		1	
43	TQS3_200724_043	15F_spike	6.31	77552.250	34342.957		1	
44	TQS3_200724_044	17C	6.31	1556700.500	695803.125		1	
45	TQS3_200724_045	17H	6.31	2139379.750	948692.063		1	
46	TQS3_200724_046	19E	6.31	1885402.250	840425.188		1	
47	TQS3_200724_047	Std M1 5ng/mL	6.31	262718.313	115931.844		1	
48	TQS3_200724_048	19E_b	6.31	1902846.875	843971.750		1	
49	TQS3_200724_049	24I	6.31	11489.187	5016.105		1	
50	TQS3_200724_050	25E	6.31	9888.025	4910.208		1	
51	TQS3_200724_051	26G	6.31	11373.539	4483.908		1	
52	TQS3_200724_052	27F	6.31	18365.541	7424.928		1	
53	TQS3_200724_053	29H	6.31	1889484.875	831246.875		1	
54	TQS3_200724_054	30G	6.31	47625.086	20547.420		1	
55	TQS3_200724_055	31H	6.31	845894.750	373257.844		1	
56	TQS3_200724_056	31H_spike	6.31	1200749.375	530943.250		1	
57	TQS3_200724_057	32I	6.31	1700251.625	761516.313		1	
58	TQS3_200724_058	Std M1 5ng/mL	6.31	261765.719	114865.125		1	
59	TQS3_200724_059	33A	6.31	10376.108	5243.923		1	
60	TQS3_200724_060	33C	6.31	1819729.750	805389.688		1	
61	TQS3_200724_061	33J	6.31	2069228.500	910875.688		1	
62	TQS3_200724_062	33J_spike	6.31	2140172.000	954413.813		1	
63	TQS3_200724_063	34B	6.31	1544387.625	685138.750		1	
64	TQS3_200724_064	37C	6.31	13655.344	5568.320		1	
65	TQS3_200724_065	37H	6.32	14016.511	5691.807		1	
66	TQS3_200724_066	38G	6.31	1884674.750	830195.750		1	
